Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/common_factors_classification,355,0,1000.0,1316.5341899041496,506.68227699861745,1922.1292379988881,3288.1042253521127,1.4842150398003349,0.0,1000,1800,1900,1900,1900,1900,1900,1900,1900,1900,1900
,Aggregated,355,0,1000.0,1316.5341899041496,506.68227699861745,1922.1292379988881,3288.1042253521127,1.4842150398003349,0.0,1000,1800,1900,1900,1900,1900,1900,1900,1900,1900,1900
