Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/common_factors_classification,384,0,2400.0,2654.91356197166,627.9057619976811,9061.811272003979,3293.3854166666665,3.55623785009056,0.0,2400,2800,3300,3600,4500,5800,7800,8400,9100,9100,9100
,Aggregated,384,0,2400.0,2654.91356197166,627.9057619976811,9061.811272003979,3293.3854166666665,3.55623785009056,0.0,2400,2800,3300,3600,4500,5800,7800,8400,9100,9100,9100
