Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/common_factors_classification,297,0,1500.0,1572.925556659974,454.938034999941,2371.0714329999973,3283.4882154882157,1.2414557656936087,0.0,1500,2000,2000,2100,2100,2200,2300,2400,2400,2400,2400
,Aggregated,297,0,1500.0,1572.925556659974,454.938034999941,2371.0714329999973,3283.4882154882157,1.2414557656936087,0.0,1500,2000,2000,2100,2100,2200,2300,2400,2400,2400,2400
