Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/common_factors_classification,631,0,1100.0,1417.147389691063,461.4506950019859,3468.0367230030242,3294.78763866878,2.63773157178646,0.0,1100,1700,1800,1900,2000,2700,2800,2800,3500,3500,3500
,Aggregated,631,0,1100.0,1417.147389691063,461.4506950019859,3468.0367230030242,3294.78763866878,2.63773157178646,0.0,1100,1700,1800,1900,2000,2700,2800,2800,3500,3500,3500
