Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/common_factors_classification,605,0,2000.0,2271.7812473950203,699.9553149998974,5538.964800999565,3288.8462809917355,1.6842024377048228,0.0,2000,2600,2900,3000,3400,4000,4300,4600,5500,5500,5500
,Aggregated,605,0,2000.0,2271.7812473950203,699.9553149998974,5538.964800999565,3288.8462809917355,1.6842024377048228,0.0,2000,2600,2900,3000,3400,4000,4300,4600,5500,5500,5500
